Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,47.00,-37.00,-37.00,-37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-36.91,-36.91,-36.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-36.87,-36.87,-36.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-36.94,-36.94,-36.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-37.17,-37.17,-37.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-37.57,-37.57,-37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-38.17,-38.17,-38.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-38.93,-38.93,-38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-39.75,-39.75,-39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-40.44,-40.44,-40.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-40.76,-40.76,-40.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-40.59,-40.59,-40.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-40.07,-40.07,-40.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-39.45,-39.45,-39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-38.92,-38.92,-38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-38.58,-38.58,-38.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-38.46,-38.46,-38.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-38.54,-38.54,-38.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-38.75,-38.75,-38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-39.00,-39.00,-39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-39.18,-39.18,-39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-39.16,-39.16,-39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-38.89,-38.89,-38.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-38.40,-38.40,-38.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-37.77,-37.77,-37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-37.11,-37.11,-37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-36.47,-36.47,-36.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-35.92,-35.92,-35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-35.50,-35.50,-35.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-35.22,-35.22,-35.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-35.11,-35.11,-35.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-35.19,-35.19,-35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-35.46,-35.46,-35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-35.89,-35.89,-35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-36.46,-36.46,-36.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-37.06,-37.06,-37.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-37.57,-37.57,-37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-37.83,-37.83,-37.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-37.80,-37.80,-37.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-37.55,-37.55,-37.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-37.25,-37.25,-37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-37.03,-37.03,-37.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-36.97,-36.97,-36.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-37.11,-37.11,-37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-37.45,-37.45,-37.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-37.98,-37.98,-37.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-38.61,-38.61,-38.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-39.25,-39.25,-39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-39.75,-39.75,-39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-39.96,-39.96,-39.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-39.79,-39.79,-39.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-39.27,-39.27,-39.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-38.49,-38.49,-38.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-37.60,-37.60,-37.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-36.71,-36.71,-36.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-35.91,-35.91,-35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-35.23,-35.23,-35.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-34.73,-34.73,-34.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-34.41,-34.41,-34.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-34.29,-34.29,-34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-34.34,-34.34,-34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-34.55,-34.55,-34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-34.86,-34.86,-34.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-35.21,-35.21,-35.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-35.53,-35.53,-35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-35.77,-35.77,-35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-35.92,-35.92,-35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-36.02,-36.02,-36.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-36.13,-36.13,-36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-36.32,-36.32,-36.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-36.64,-36.64,-36.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-37.10,-37.10,-37.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-37.71,-37.71,-37.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-38.45,-38.45,-38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
